source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe
1627082050091250432,237.58580800163875,60.11129688045734,11.427609824781882,0.016127106,-30.5369544821584,0.019009393,19.145665275733062,0.019413793,-1.3753269,2.3422508,14.110929,15.301986,13.026331,1.1654615
911702367304183424,128.58982801091128,39.635582690284856,10.3739781339078,0.019788492,13.668011572080747,0.01631158,-5.440475310547529,0.015090756,-20.267342,1.8674141,13.670723,14.751445,12.637898,1.1027371
6815905123551454080,323.8777096524892,-22.966634495304177,10.35682937661441,0.028700352,98.23307313951754,0.029191284,-121.04220363602607,0.023241661,37.52983,2.742384,14.853774,15.985753,13.799239,0.99457633
603083781399095936,129.8153258754454,12.959957297602328,11.957616170711214,0.02535858,-114.14722754279464,0.02809294,-93.78718959363648,0.020001108,9.755873,0.12634125,7.968921,8.4564085,7.3185816,0.94880176
3562961764747228544,167.89694968864487,-15.009138095562344,15.22203285163613,0.027997803,-128.21201559257554,0.03233257,-38.982904380894695,0.028971074,56.179996,3.6196992,14.664736,16.03459,13.516844,0.9720023
6339277175192016000,225.39732031424367,-3.1646498553953877,10.302867898338448,0.02920512,12.443925136228833,0.027947232,-89.1626707163168,0.028672624,5.4631844,0.13459581,6.3314376,6.9280224,5.5938993,1.1028854
1315765640608720256,244.1606110258211,26.90401604407454,10.914068559197249,0.013504404,-38.01836772436986,0.010649873,-62.5480002000007,0.014878457,3.0686078,0.21610226,11.054588,11.585645,10.372293,1.0779277
249178407494243328,51.891310431881685,47.9225074364343,14.58850951334595,0.024028255,52.373492469475195,0.022427555,-63.88948431519432,0.020759478,11.283286,4.6918435,14.034417,15.43977,12.866763,1.2636447
4504576169824772736,281.98221607822455,12.364330592159565,21.414695129967026,0.01844013,79.4643010375281,0.020505738,70.32815805821896,0.020200148,-17.562073,2.163733,14.316136,15.653617,13.180865,1.0594255
3330686669209149824,96.33379443308652,11.232993370005447,30.09050384977793,0.027759595,-123.0706642756158,0.02998024,-56.79533400025944,0.025268469,32.361984,0.12673578,6.8849106,7.164598,6.432913,1.1078402
3901957795343985152,186.49348942239612,8.061740117022813,27.381628529090097,0.018170899,-128.65015404753714,0.021567065,-110.36334475342017,0.019636942,8.600621,0.22396396,9.9084,10.623975,9.084147,0.97794425
5764550902481117312,134.77528435448278,-0.6238728193565825,12.065980568281944,0.023457406,78.23173134827877,0.027372848,-4.242016322940914,0.017075289,20.539299,0.16112457,8.373724,8.596782,7.986232,0.9049139
